id,name,mass (g),fall,year,GeoLocation
25355,Yamato 790006,29.42,Found,1979,"(-71.5, 35.66667)"
25356,Yamato 790007,80.38,Found,1979,"(-71.5, 35.66667)"
25357,Yamato 790008,11.39,Found,1979,"(-71.5, 35.66667)"
25358,Yamato 790009,12.46,Found,1979,"(-71.5, 35.66667)"
25359,Yamato 790010,50.57,Found,1979,"(-71.5, 35.66667)"
25360,Yamato 790011,8.2,Found,1979,"(-71.5, 35.66667)"
25368,Yamato 790019,9.88,Found,1979,"(-71.5, 35.66667)"
25369,Yamato 790020,86.27,Found,1979,"(-71.5, 35.66667)"
25370,Yamato 790021,3.58,Found,1979,"(-71.5, 35.66667)"
25371,Yamato 790022,1.66,Found,1979,"(-71.5, 35.66667)"
25373,Yamato 790024,3.99,Found,1979,"(-71.5, 35.66667)"
25381,Yamato 790032,6.08,Found,1979,"(-71.5, 35.66667)"
25382,Yamato 790033,1.36,Found,1979,"(-71.5, 35.66667)"
25383,Yamato 790034,0.29,Found,1979,"(-71.5, 35.66667)"
25384,Yamato 790035,4.5,Found,1979,"(-71.5, 35.66667)"
25385,Yamato 790036,4.91,Found,1979,"(-71.5, 35.66667)"
25386,Yamato 790037,4.16,Found,1979,"(-71.5, 35.66667)"
25387,Yamato 790038,3.79,Found,1979,"(-71.5, 35.66667)"
25388,Yamato 790039,1.86,Found,1979,"(-71.5, 35.66667)"
25389,Yamato 790040,1.38,Found,1979,"(-71.5, 35.66667)"
25390,Yamato 790041,1.46,Found,1979,"(-71.5, 35.66667)"
25391,Yamato 790042,2.64,Found,1979,"(-71.5, 35.66667)"
25392,Yamato 790043,162.01,Found,1979,"(-71.5, 35.66667)"
25393,Yamato 790044,44.02,Found,1979,"(-71.5, 35.66667)"
25396,Yamato 790047,46.1,Found,1979,"(-71.5, 35.66667)"
25413,Yamato 790064,11.52,Found,1979,"(-71.5, 35.66667)"
25414,Yamato 790065,13.88,Found,1979,"(-71.5, 35.66667)"
25415,Yamato 790066,10.34,Found,1979,"(-71.5, 35.66667)"
25416,Yamato 790067,9.84,Found,1979,"(-71.5, 35.66667)"
25417,Yamato 790068,14.37,Found,1979,"(-71.5, 35.66667)"
25418,Yamato 790069,11.11,Found,1979,"(-71.5, 35.66667)"
25419,Yamato 790070,11.01,Found,1979,"(-71.5, 35.66667)"
25420,Yamato 790071,9.79,Found,1979,"(-71.5, 35.66667)"
25421,Yamato 790072,10.2,Found,1979,"(-71.5, 35.66667)"
25422,Yamato 790073,8.61,Found,1979,"(-71.5, 35.66667)"
25423,Yamato 790074,8.96,Found,1979,"(-71.5, 35.66667)"
25424,Yamato 790075,9.24,Found,1979,"(-71.5, 35.66667)"
25425,Yamato 790076,5.81,Found,1979,"(-71.5, 35.66667)"
25426,Yamato 790077,6.64,Found,1979,"(-71.5, 35.66667)"
25427,Yamato 790078,5.9,Found,1979,"(-71.5, 35.66667)"
25428,Yamato 790079,5.3,Found,1979,"(-71.5, 35.66667)"
25429,Yamato 790080,6.99,Found,1979,"(-71.5, 35.66667)"
25430,Yamato 790081,4.22,Found,1979,"(-71.5, 35.66667)"
25431,Yamato 790082,5.51,Found,1979,"(-71.5, 35.66667)"
25432,Yamato 790083,5.54,Found,1979,"(-71.5, 35.66667)"
25433,Yamato 790084,5.28,Found,1979,"(-71.5, 35.66667)"
25434,Yamato 790085,6.55,Found,1979,"(-71.5, 35.66667)"
25435,Yamato 790086,3.93,Found,1979,"(-71.5, 35.66667)"
25436,Yamato 790087,4.17,Found,1979,"(-71.5, 35.66667)"
25437,Yamato 790088,3.04,Found,1979,"(-71.5, 35.66667)"
25438,Yamato 790089,3.39,Found,1979,"(-71.5, 35.66667)"
25439,Yamato 790090,4.04,Found,1979,"(-71.5, 35.66667)"
25440,Yamato 790091,2.45,Found,1979,"(-71.5, 35.66667)"
25441,Yamato 790092,2.59,Found,1979,"(-71.5, 35.66667)"
25442,Yamato 790093,2.19,Found,1979,"(-71.5, 35.66667)"
25443,Yamato 790094,3.17,Found,1979,"(-71.5, 35.66667)"
25444,Yamato 790095,2.1,Found,1979,"(-71.5, 35.66667)"
25445,Yamato 790096,1.63,Found,1979,"(-71.5, 35.66667)"
25446,Yamato 790097,2.46,Found,1979,"(-71.5, 35.66667)"
25447,Yamato 790098,2.26,Found,1979,"(-71.5, 35.66667)"
25448,Yamato 790099,2.68,Found,1979,"(-71.5, 35.66667)"
25449,Yamato 790100,1.88,Found,1979,"(-71.5, 35.66667)"
25450,Yamato 790101,1.57,Found,1979,"(-71.5, 35.66667)"
25451,Yamato 790102,0.89,Found,1979,"(-71.5, 35.66667)"
25452,Yamato 790103,1.19,Found,1979,"(-71.5, 35.66667)"
25453,Yamato 790104,0.94,Found,1979,"(-71.5, 35.66667)"
25454,Yamato 790105,0.98,Found,1979,"(-71.5, 35.66667)"
25455,Yamato 790106,0.52,Found,1979,"(-71.5, 35.66667)"
25456,Yamato 790107,1.39,Found,1979,"(-71.5, 35.66667)"
25457,Yamato 790108,0.85,Found,1979,"(-71.5, 35.66667)"
25458,Yamato 790109,1.17,Found,1979,"(-71.5, 35.66667)"
25459,Yamato 790110,1.11,Found,1979,"(-71.5, 35.66667)"
25461,Yamato 790112,23.97,Found,1979,"(-71.5, 35.66667)"
25462,Yamato 790113,19,Found,1979,"(-71.5, 35.66667)"
25463,Yamato 790114,23.92,Found,1979,"(-71.5, 35.66667)"
25464,Yamato 790115,51.38,Found,1979,"(-71.5, 35.66667)"
25465,Yamato 790116,190.65,Found,1979,"(-71.5, 35.66667)"
25466,Yamato 790117,151.37,Found,1979,"(-71.5, 35.66667)"
25467,Yamato 790118,12.25,Found,1979,"(-71.5, 35.66667)"
25468,Yamato 790119,11.07,Found,1979,"(-71.5, 35.66667)"
25469,Yamato 790120,2.82,Found,1979,"(-71.5, 35.66667)"
25470,Yamato 790121,10.36,Found,1979,"(-71.5, 35.66667)"
25471,Yamato 790122,109.54,Found,1979,"(-71.5, 35.66667)"
25472,Yamato 790123,6.79,Found,1979,"(-71.5, 35.66667)"
25473,Yamato 790124,10.27,Found,1979,"(-71.5, 35.66667)"
25474,Yamato 790125,6.02,Found,1979,"(-71.5, 35.66667)"
25475,Yamato 790126,7.38,Found,1979,"(-71.5, 35.66667)"
25477,Yamato 790128,56.81,Found,1979,"(-71.5, 35.66667)"
25479,Yamato 790130,107.3,Found,1979,"(-71.5, 35.66667)"
25480,Yamato 790131,2.13,Found,1979,"(-71.5, 35.66667)"
25481,Yamato 790132,4.54,Found,1979,"(-71.5, 35.66667)"
25482,Yamato 790133,60.01,Found,1979,"(-71.5, 35.66667)"
25487,Yamato 790138,39.32,Found,1979,"(-71.5, 35.66667)"
25491,Yamato 790142,83.49,Found,1979,"(-71.5, 35.66667)"
25492,Yamato 790143,52.26,Found,1979,"(-71.5, 35.66667)"
25493,Yamato 790144,92.32,Found,1979,"(-71.5, 35.66667)"
25497,Yamato 790148,3.57,Found,1979,"(-71.5, 35.66667)"
25498,Yamato 790149,16.23,Found,1979,"(-71.5, 35.66667)"
25499,Yamato 790150,8.01,Found,1979,"(-71.5, 35.66667)"
25506,Yamato 790157,8.4,Found,1979,"(-71.5, 35.66667)"
25510,Yamato 790161,88.38,Found,1979,"(-71.5, 35.66667)"
25515,Yamato 790166,64.42,Found,1979,"(-71.5, 35.66667)"
25516,Yamato 790167,18.75,Found,1979,"(-71.5, 35.66667)"
25520,Yamato 790171,43.96,Found,1979,"(-71.5, 35.66667)"
25521,Yamato 790172,26.92,Found,1979,"(-71.5, 35.66667)"
25524,Yamato 790175,286.9,Found,1979,"(-71.5, 35.66667)"
25527,Yamato 790178,234.7,Found,1979,"(-71.5, 35.66667)"
25530,Yamato 790181,17.51,Found,1979,"(-71.5, 35.66667)"
25534,Yamato 790185,222.8,Found,1979,"(-71.5, 35.66667)"
25535,Yamato 790186,5.07,Found,1979,"(-71.5, 35.66667)"
25536,Yamato 790187,16.64,Found,1979,"(-71.5, 35.66667)"
25538,Yamato 790189,7.6,Found,1979,"(-71.5, 35.66667)"
25540,Yamato 790191,18.5,Found,1979,"(-71.5, 35.66667)"
25543,Yamato 790194,13.07,Found,1979,"(-71.5, 35.66667)"
25544,Yamato 790195,70.57,Found,1979,"(-71.5, 35.66667)"
25548,Yamato 790199,105.74,Found,1979,"(-71.5, 35.66667)"
25564,Yamato 790215,7.18,Found,1979,"(-71.5, 35.66667)"
25565,Yamato 790216,6.29,Found,1979,"(-71.5, 35.66667)"
25566,Yamato 790217,2.07,Found,1979,"(-71.5, 35.66667)"
25567,Yamato 790218,1.85,Found,1979,"(-71.5, 35.66667)"
25568,Yamato 790219,2.64,Found,1979,"(-71.5, 35.66667)"
25569,Yamato 790220,2.34,Found,1979,"(-71.5, 35.66667)"
25570,Yamato 790221,2.05,Found,1979,"(-71.5, 35.66667)"
25571,Yamato 790222,1.59,Found,1979,"(-71.5, 35.66667)"
25572,Yamato 790223,2.38,Found,1979,"(-71.5, 35.66667)"
25573,Yamato 790224,1.06,Found,1979,"(-71.5, 35.66667)"
25574,Yamato 790225,1.58,Found,1979,"(-71.5, 35.66667)"
25575,Yamato 790226,1.77,Found,1979,"(-71.5, 35.66667)"
25576,Yamato 790227,1.4,Found,1979,"(-71.5, 35.66667)"
25577,Yamato 790228,1.37,Found,1979,"(-71.5, 35.66667)"
25578,Yamato 790229,0.76,Found,1979,"(-71.5, 35.66667)"
25579,Yamato 790230,1.49,Found,1979,"(-71.5, 35.66667)"
25580,Yamato 790231,1.48,Found,1979,"(-71.5, 35.66667)"
25581,Yamato 790232,0.95,Found,1979,"(-71.5, 35.66667)"
25582,Yamato 790233,0.81,Found,1979,"(-71.5, 35.66667)"
25583,Yamato 790234,0.72,Found,1979,"(-71.5, 35.66667)"
25584,Yamato 790235,0.53,Found,1979,"(-71.5, 35.66667)"
25585,Yamato 790236,0.57,Found,1979,"(-71.5, 35.66667)"
25586,Yamato 790237,14.03,Found,1979,"(-71.5, 35.66667)"
25587,Yamato 790238,13.76,Found,1979,"(-71.5, 35.66667)"
25588,Yamato 790239,7.69,Found,1979,"(-71.5, 35.66667)"
25589,Yamato 790240,10.82,Found,1979,"(-71.5, 35.66667)"
25590,Yamato 790241,5.03,Found,1979,"(-71.5, 35.66667)"
25591,Yamato 790242,4.16,Found,1979,"(-71.5, 35.66667)"
25592,Yamato 790243,2.76,Found,1979,"(-71.5, 35.66667)"
25593,Yamato 790244,3.66,Found,1979,"(-71.5, 35.66667)"
25594,Yamato 790245,2.51,Found,1979,"(-71.5, 35.66667)"
25596,Yamato 790247,475.9,Found,1979,"(-71.5, 35.66667)"
25599,Yamato 790250,354.2,Found,1979,"(-71.5, 35.66667)"
25600,Yamato 790251,274.6,Found,1979,"(-71.5, 35.66667)"
25602,Yamato 790253,232,Found,1979,"(-71.5, 35.66667)"
25603,Yamato 790254,92.26,Found,1979,"(-71.5, 35.66667)"
25605,Yamato 790256,382.1,Found,1979,"(-71.5, 35.66667)"
25606,Yamato 790257,129.04,Found,1979,"(-71.5, 35.66667)"
25609,Yamato 790260,433.9,Found,1979,"(-71.5, 35.66667)"
25610,Yamato 790261,56.88,Found,1979,"(-71.5, 35.66667)"
25611,Yamato 790262,9.1,Found,1979,"(-71.5, 35.66667)"
25612,Yamato 790263,16.37,Found,1979,"(-71.5, 35.66667)"
25614,Yamato 790265,17.16,Found,1979,"(-71.5, 35.66667)"
25615,Yamato 790266,208,Found,1979,"(-71.5, 35.66667)"
25616,Yamato 790267,13.19,Found,1979,"(-71.5, 35.66667)"
25618,Yamato 790269,1269.2,Found,1979,"(-71.5, 35.66667)"
25619,Yamato 790270,165.08,Found,1979,"(-71.5, 35.66667)"
25620,Yamato 790271,100.6,Found,1979,"(-71.5, 35.66667)"
25621,Yamato 790272,190.8,Found,1979,"(-71.5, 35.66667)"
25622,Yamato 790273,81.64,Found,1979,"(-71.5, 35.66667)"
25623,Yamato 790274,64.7,Found,1979,"(-71.5, 35.66667)"
25624,Yamato 790275,46.23,Found,1979,"(-71.5, 35.66667)"
25625,Yamato 790276,46.17,Found,1979,"(-71.5, 35.66667)"
25626,Yamato 790277,43.01,Found,1979,"(-71.5, 35.66667)"
25627,Yamato 790278,39.23,Found,1979,"(-71.5, 35.66667)"
25628,Yamato 790279,26.62,Found,1979,"(-71.5, 35.66667)"
25629,Yamato 790280,16.59,Found,1979,"(-71.5, 35.66667)"
25630,Yamato 790281,21.53,Found,1979,"(-71.5, 35.66667)"
25631,Yamato 790282,18.97,Found,1979,"(-71.5, 35.66667)"
25632,Yamato 790283,18.28,Found,1979,"(-71.5, 35.66667)"
25633,Yamato 790284,11.83,Found,1979,"(-71.5, 35.66667)"
25634,Yamato 790285,12.86,Found,1979,"(-71.5, 35.66667)"
25635,Yamato 790286,7.32,Found,1979,"(-71.5, 35.66667)"
25636,Yamato 790287,5,Found,1979,"(-71.5, 35.66667)"
25637,Yamato 790288,5.82,Found,1979,"(-71.5, 35.66667)"
25638,Yamato 790289,4.59,Found,1979,"(-71.5, 35.66667)"
25639,Yamato 790290,4.15,Found,1979,"(-71.5, 35.66667)"
25640,Yamato 790291,3.09,Found,1979,"(-71.5, 35.66667)"
25641,Yamato 790292,4.9,Found,1979,"(-71.5, 35.66667)"
25642,Yamato 790293,2.99,Found,1979,"(-71.5, 35.66667)"
25643,Yamato 790294,5.1,Found,1979,"(-71.5, 35.66667)"
25644,Yamato 790295,3.31,Found,1979,"(-71.5, 35.66667)"
25645,Yamato 790296,3.61,Found,1979,"(-71.5, 35.66667)"
25646,Yamato 790297,2.96,Found,1979,"(-71.5, 35.66667)"
25647,Yamato 790298,2.25,Found,1979,"(-71.5, 35.66667)"
25648,Yamato 790299,3.95,Found,1979,"(-71.5, 35.66667)"
25649,Yamato 790300,2.13,Found,1979,"(-71.5, 35.66667)"
25650,Yamato 790301,2.93,Found,1979,"(-71.5, 35.66667)"
25651,Yamato 790302,1.43,Found,1979,"(-71.5, 35.66667)"
25652,Yamato 790303,2.19,Found,1979,"(-71.5, 35.66667)"
25653,Yamato 790304,1.59,Found,1979,"(-71.5, 35.66667)"
25654,Yamato 790305,2.28,Found,1979,"(-71.5, 35.66667)"
25655,Yamato 790306,2.52,Found,1979,"(-71.5, 35.66667)"
25656,Yamato 790307,2.1,Found,1979,"(-71.5, 35.66667)"
25657,Yamato 790308,2.19,Found,1979,"(-71.5, 35.66667)"
25658,Yamato 790309,1.13,Found,1979,"(-71.5, 35.66667)"
25659,Yamato 790310,1.57,Found,1979,"(-71.5, 35.66667)"
25661,Yamato 790312,1.43,Found,1979,"(-71.5, 35.66667)"
25662,Yamato 790313,1.46,Found,1979,"(-71.5, 35.66667)"
25663,Yamato 790314,0.95,Found,1979,"(-71.5, 35.66667)"
25664,Yamato 790315,1.24,Found,1979,"(-71.5, 35.66667)"
25665,Yamato 790316,1.23,Found,1979,"(-71.5, 35.66667)"
25666,Yamato 790317,1.04,Found,1979,"(-71.5, 35.66667)"
25667,Yamato 790318,1.33,Found,1979,"(-71.5, 35.66667)"
25668,Yamato 790319,0.94,Found,1979,"(-71.5, 35.66667)"
25669,Yamato 790320,0.74,Found,1979,"(-71.5, 35.66667)"
25670,Yamato 790321,0.94,Found,1979,"(-71.5, 35.66667)"
25671,Yamato 790322,1.17,Found,1979,"(-71.5, 35.66667)"
25672,Yamato 790323,0.69,Found,1979,"(-71.5, 35.66667)"
25673,Yamato 790324,0.57,Found,1979,"(-71.5, 35.66667)"
25674,Yamato 790325,0.79,Found,1979,"(-71.5, 35.66667)"
25675,Yamato 790326,0.5,Found,1979,"(-71.5, 35.66667)"
25676,Yamato 790327,0.55,Found,1979,"(-71.5, 35.66667)"
25677,Yamato 790328,0.31,Found,1979,"(-71.5, 35.66667)"
25678,Yamato 790329,0.41,Found,1979,"(-71.5, 35.66667)"
25679,Yamato 790330,2.82,Found,1979,"(-71.5, 35.66667)"
25680,Yamato 790331,36.25,Found,1979,"(-71.5, 35.66667)"
25681,Yamato 790332,28.66,Found,1979,"(-71.5, 35.66667)"
25682,Yamato 790333,17.73,Found,1979,"(-71.5, 35.66667)"
25683,Yamato 790334,15.22,Found,1979,"(-71.5, 35.66667)"
25684,Yamato 790335,9.98,Found,1979,"(-71.5, 35.66667)"
25686,Yamato 790337,115.82,Found,1979,"(-71.5, 35.66667)"
25687,Yamato 790338,42.15,Found,1979,"(-71.5, 35.66667)"
25688,Yamato 790339,11.37,Found,1979,"(-71.5, 35.66667)"
25689,Yamato 790340,6.16,Found,1979,"(-71.5, 35.66667)"
25690,Yamato 790341,2.06,Found,1979,"(-71.5, 35.66667)"
25691,Yamato 790342,0.94,Found,1979,"(-71.5, 35.66667)"
25692,Yamato 790343,1.82,Found,1979,"(-71.5, 35.66667)"
25693,Yamato 790344,5.26,Found,1979,"(-71.5, 35.66667)"
25694,Yamato 790345,233.6,Found,1979,"(-71.5, 35.66667)"
25695,Yamato 790346,4.81,Found,1979,"(-71.5, 35.66667)"
25696,Yamato 790347,6.88,Found,1979,"(-71.5, 35.66667)"
25697,Yamato 790348,4.88,Found,1979,"(-71.5, 35.66667)"
25698,Yamato 790349,3.42,Found,1979,"(-71.5, 35.66667)"
25699,Yamato 790350,4.03,Found,1979,"(-71.5, 35.66667)"
25700,Yamato 790351,2.8,Found,1979,"(-71.5, 35.66667)"
25701,Yamato 790352,1.39,Found,1979,"(-71.5, 35.66667)"
25702,Yamato 790353,1.7,Found,1979,"(-71.5, 35.66667)"
25703,Yamato 790354,1.13,Found,1979,"(-71.5, 35.66667)"
25704,Yamato 790355,1.27,Found,1979,"(-71.5, 35.66667)"
25705,Yamato 790356,0.77,Found,1979,"(-71.5, 35.66667)"
25706,Yamato 790357,0.62,Found,1979,"(-71.5, 35.66667)"
25707,Yamato 790358,0.69,Found,1979,"(-71.5, 35.66667)"
25708,Yamato 790359,0.75,Found,1979,"(-71.5, 35.66667)"
25709,Yamato 790360,104.34,Found,1979,"(-71.5, 35.66667)"
25729,Yamato 790380,4.43,Found,1979,"(-71.5, 35.66667)"
25730,Yamato 790381,2.3,Found,1979,"(-71.5, 35.66667)"
25731,Yamato 790382,113.61,Found,1979,"(-71.5, 35.66667)"
25732,Yamato 790383,14,Found,1979,"(-71.5, 35.66667)"
25733,Yamato 790384,13.9,Found,1979,"(-71.5, 35.66667)"
25734,Yamato 790385,4.21,Found,1979,"(-71.5, 35.66667)"
25735,Yamato 790386,148.86,Found,1979,"(-71.5, 35.66667)"
25736,Yamato 790387,21.13,Found,1979,"(-71.5, 35.66667)"
25737,Yamato 790388,23.05,Found,1979,"(-71.5, 35.66667)"
25738,Yamato 790389,13.49,Found,1979,"(-71.5, 35.66667)"
25739,Yamato 790390,5.09,Found,1979,"(-71.5, 35.66667)"
25740,Yamato 790391,16.39,Found,1979,"(-71.5, 35.66667)"
25742,Yamato 790393,54.8,Found,1979,"(-71.5, 35.66667)"
25743,Yamato 790394,10.67,Found,1979,"(-71.5, 35.66667)"
25744,Yamato 790395,2.35,Found,1979,"(-71.5, 35.66667)"
25745,Yamato 790396,5.06,Found,1979,"(-71.5, 35.66667)"
25746,Yamato 790397,161.99,Found,1979,"(-71.5, 35.66667)"
25747,Yamato 790398,6.71,Found,1979,"(-71.5, 35.66667)"
25748,Yamato 790399,141.42,Found,1979,"(-71.5, 35.66667)"
25749,Yamato 790400,72.32,Found,1979,"(-71.5, 35.66667)"
25750,Yamato 790401,389.5,Found,1979,"(-71.5, 35.66667)"
25755,Yamato 790406,165.71,Found,1979,"(-71.5, 35.66667)"
25756,Yamato 790407,13.98,Found,1979,"(-71.5, 35.66667)"
25757,Yamato 790408,7.99,Found,1979,"(-71.5, 35.66667)"
25758,Yamato 790409,10.6,Found,1979,"(-71.5, 35.66667)"
25759,Yamato 790410,6.19,Found,1979,"(-71.5, 35.66667)"
25760,Yamato 790411,4.25,Found,1979,"(-71.5, 35.66667)"
25761,Yamato 790412,4.24,Found,1979,"(-71.5, 35.66667)"
25762,Yamato 790413,3.97,Found,1979,"(-71.5, 35.66667)"
25764,Yamato 790415,63.44,Found,1979,"(-71.5, 35.66667)"
25765,Yamato 790416,142.46,Found,1979,"(-71.5, 35.66667)"
25766,Yamato 790417,207,Found,1979,"(-71.5, 35.66667)"
25767,Yamato 790418,44.94,Found,1979,"(-71.5, 35.66667)"
25768,Yamato 790419,8.45,Found,1979,"(-71.5, 35.66667)"
25769,Yamato 790420,20.07,Found,1979,"(-71.5, 35.66667)"
25770,Yamato 790421,13.02,Found,1979,"(-71.5, 35.66667)"
25771,Yamato 790422,8.84,Found,1979,"(-71.5, 35.66667)"
25772,Yamato 790423,2.37,Found,1979,"(-71.5, 35.66667)"
25773,Yamato 790424,13,Found,1979,"(-71.5, 35.66667)"
25774,Yamato 790425,11.48,Found,1979,"(-71.5, 35.66667)"
25775,Yamato 790426,12.84,Found,1979,"(-71.5, 35.66667)"
25776,Yamato 790427,4.72,Found,1979,"(-71.5, 35.66667)"
25777,Yamato 790428,9.97,Found,1979,"(-71.5, 35.66667)"
25778,Yamato 790429,4.41,Found,1979,"(-71.5, 35.66667)"
25779,Yamato 790430,4.88,Found,1979,"(-71.5, 35.66667)"
25780,Yamato 790431,2.34,Found,1979,"(-71.5, 35.66667)"
25781,Yamato 790432,30.15,Found,1979,"(-71.5, 35.66667)"
25782,Yamato 790433,13.42,Found,1979,"(-71.5, 35.66667)"
25783,Yamato 790434,8.62,Found,1979,"(-71.5, 35.66667)"
25784,Yamato 790435,11.37,Found,1979,"(-71.5, 35.66667)"
25785,Yamato 790436,7.83,Found,1979,"(-71.5, 35.66667)"
25786,Yamato 790437,13.82,Found,1979,"(-71.5, 35.66667)"
25787,Yamato 790438,6.84,Found,1979,"(-71.5, 35.66667)"
25788,Yamato 790439,3.12,Found,1979,"(-71.5, 35.66667)"
25789,Yamato 790440,6.24,Found,1979,"(-71.5, 35.66667)"
25792,Yamato 790443,19.49,Found,1979,"(-71.5, 35.66667)"
25793,Yamato 790444,10.92,Found,1979,"(-71.5, 35.66667)"
25794,Yamato 790445,1574,Found,1979,"(-71.5, 35.66667)"
25795,Yamato 790446,713,Found,1979,"(-71.5, 35.66667)"
25796,Yamato 790447,3.03,Found,1979,"(-71.5, 35.66667)"
25797,Yamato 790448,3480,Found,1979,"(-71.5, 35.66667)"
25801,Yamato 790452,82.15,Found,1979,"(-71.5, 35.66667)"
25802,Yamato 790453,106.06,Found,1979,"(-71.5, 35.66667)"
25803,Yamato 790454,10.1,Found,1979,"(-71.5, 35.66667)"
25804,Yamato 790455,22.68,Found,1979,"(-71.5, 35.66667)"
25805,Yamato 790456,72.65,Found,1979,"(-71.5, 35.66667)"
25808,Yamato 790459,19.92,Found,1979,"(-71.5, 35.66667)"
25809,Yamato 790460,586,Found,1979,"(-71.5, 35.66667)"
25810,Yamato 790461,778.9,Found,1979,"(-71.5, 35.66667)"
25811,Yamato 790462,1371,Found,1979,"(-71.5, 35.66667)"
25812,Yamato 790463,130.98,Found,1979,"(-71.5, 35.66667)"
25813,Yamato 790464,55.49,Found,1979,"(-71.5, 35.66667)"
25814,Yamato 790465,25.87,Found,1979,"(-71.5, 35.66667)"
25815,Yamato 790466,18.56,Found,1979,"(-71.5, 35.66667)"
25816,Yamato 790467,61.2,Found,1979,"(-71.5, 35.66667)"
25817,Yamato 790468,14.71,Found,1979,"(-71.5, 35.66667)"
25818,Yamato 790469,23.31,Found,1979,"(-71.5, 35.66667)"
25819,Yamato 790470,17.07,Found,1979,"(-71.5, 35.66667)"
25820,Yamato 790471,11.55,Found,1979,"(-71.5, 35.66667)"
25821,Yamato 790472,8.25,Found,1979,"(-71.5, 35.66667)"
25822,Yamato 790473,7.96,Found,1979,"(-71.5, 35.66667)"
25823,Yamato 790474,11.86,Found,1979,"(-71.5, 35.66667)"
25824,Yamato 790475,12.01,Found,1979,"(-71.5, 35.66667)"
25825,Yamato 790476,11.11,Found,1979,"(-71.5, 35.66667)"
25826,Yamato 790477,10.57,Found,1979,"(-71.5, 35.66667)"
25827,Yamato 790478,9.05,Found,1979,"(-71.5, 35.66667)"
25828,Yamato 790479,7.2,Found,1979,"(-71.5, 35.66667)"
25829,Yamato 790480,3.08,Found,1979,"(-71.5, 35.66667)"
25830,Yamato 790481,5.81,Found,1979,"(-71.5, 35.66667)"
25831,Yamato 790482,2,Found,1979,"(-71.5, 35.66667)"
25832,Yamato 790483,28.16,Found,1979,"(-71.5, 35.66667)"
25833,Yamato 790484,17.2,Found,1979,"(-71.5, 35.66667)"
25834,Yamato 790485,1.66,Found,1979,"(-71.5, 35.66667)"
25835,Yamato 790486,0.67,Found,1979,"(-71.5, 35.66667)"
25838,Yamato 790489,222.8,Found,1979,"(-71.5, 35.66667)"
25839,Yamato 790490,1.18,Found,1979,"(-71.5, 35.66667)"
25840,Yamato 790491,15.81,Found,1979,"(-71.5, 35.66667)"
25842,Yamato 790493,9.07,Found,1979,"(-71.5, 35.66667)"
25843,Yamato 790494,4.86,Found,1979,"(-71.5, 35.66667)"
25844,Yamato 790495,3.54,Found,1979,"(-71.5, 35.66667)"
25845,Yamato 790496,6.81,Found,1979,"(-71.5, 35.66667)"
25846,Yamato 790497,2.85,Found,1979,"(-71.5, 35.66667)"
25847,Yamato 790498,2.96,Found,1979,"(-71.5, 35.66667)"
25848,Yamato 790499,469.2,Found,1979,"(-71.5, 35.66667)"
25849,Yamato 790500,38.45,Found,1979,"(-71.5, 35.66667)"
25850,Yamato 790501,37.16,Found,1979,"(-71.5, 35.66667)"
25851,Yamato 790502,110.28,Found,1979,"(-71.5, 35.66667)"
25852,Yamato 790503,40.1,Found,1979,"(-71.5, 35.66667)"
25853,Yamato 790504,7.99,Found,1979,"(-71.5, 35.66667)"
25854,Yamato 790505,9.98,Found,1979,"(-71.5, 35.66667)"
25855,Yamato 790506,6.67,Found,1979,"(-71.5, 35.66667)"
25856,Yamato 790507,5.29,Found,1979,"(-71.5, 35.66667)"
25857,Yamato 790508,12.83,Found,1979,"(-71.5, 35.66667)"
25858,Yamato 790509,45.93,Found,1979,"(-71.5, 35.66667)"
25859,Yamato 790510,5.28,Found,1979,"(-71.5, 35.66667)"
25860,Yamato 790511,6.62,Found,1979,"(-71.5, 35.66667)"
25861,Yamato 790512,4.97,Found,1979,"(-71.5, 35.66667)"
25863,Yamato 790514,68.86,Found,1979,"(-71.5, 35.66667)"
25866,Yamato 790517,189.58,Found,1979,"(-71.5, 35.66667)"
25867,Yamato 790518,91.59,Found,1979,"(-71.5, 35.66667)"
25868,Yamato 790519,1388.4,Found,1979,"(-71.5, 35.66667)"
25869,Yamato 790520,565.3,Found,1979,"(-71.5, 35.66667)"
25870,Yamato 790521,221.8,Found,1979,"(-71.5, 35.66667)"
25871,Yamato 790522,468.5,Found,1979,"(-71.5, 35.66667)"
25872,Yamato 790523,406.9,Found,1979,"(-71.5, 35.66667)"
25873,Yamato 790524,335.2,Found,1979,"(-71.5, 35.66667)"
25874,Yamato 790525,310.9,Found,1979,"(-71.5, 35.66667)"
25875,Yamato 790526,423.9,Found,1979,"(-71.5, 35.66667)"
25876,Yamato 790527,299.9,Found,1979,"(-71.5, 35.66667)"
25877,Yamato 790528,777.7,Found,1979,"(-71.5, 35.66667)"
25878,Yamato 790529,952.9,Found,1979,"(-71.5, 35.66667)"
25879,Yamato 790530,220.4,Found,1979,"(-71.5, 35.66667)"
25880,Yamato 790531,198.08,Found,1979,"(-71.5, 35.66667)"
25881,Yamato 790532,220.3,Found,1979,"(-71.5, 35.66667)"
25882,Yamato 790533,164.14,Found,1979,"(-71.5, 35.66667)"
25883,Yamato 790534,149.05,Found,1979,"(-71.5, 35.66667)"
25884,Yamato 790535,219.7,Found,1979,"(-71.5, 35.66667)"
